ID,adj.P.Val,P.Value,t,B,logFC,miRNA_ID,SPOT_ID
hsa-miR-6883-3p,0.875,0.668287,0.45,-5.701,0.0113104,hsa-miR-6883-3p,
hsa-miR-302d-5p,0.876,0.669571,0.448118,-5.702,0.01037794,hsa-miR-302d-5p,
hsa-miR-15a-5p,0.876,0.669686,-0.44795,-5.702,-0.30814724,hsa-miR-15a-5p,
hsa-miR-548a-3p,0.876,0.669976,-0.447526,-5.702,-0.0148654,hsa-miR-548a-3p,
hsa-miR-3924,0.876,0.670314,-0.44703,-5.703,-0.01581405,hsa-miR-3924,
hsa-miR-6847-5p,0.877,0.671478,-0.445327,-5.703,-0.02489294,hsa-miR-6847-5p,
hsa-miR-608,0.877,0.672198,-0.444274,-5.704,-0.0168139,hsa-miR-608,
hsa-miR-221-5p,0.877,0.672521,0.443801,-5.704,0.09283679,hsa-miR-221-5p,
hsa-miR-6798-5p,0.878,0.673334,0.442614,-5.705,0.04735098,hsa-miR-6798-5p,
hsa-miR-1234-3p,0.878,0.673419,-0.442489,-5.705,-0.01874139,hsa-miR-1234-3p,
hsa-miR-620,0.878,0.674328,0.441162,-5.705,0.01227174,hsa-miR-620,
hsa-miR-671-3p,0.878,0.674616,0.440742,-5.706,0.01410925,hsa-miR-671-3p,
hsa-miR-130b-5p,0.878,0.674999,0.440183,-5.706,0.01657786,hsa-miR-130b-5p,
hsa-miR-4645-5p,0.878,0.675366,0.439648,-5.706,0.01380141,hsa-miR-4645-5p,
hsa-miR-6728-3p,0.878,0.675601,0.439305,-5.706,0.00739898,hsa-miR-6728-3p,
hsa-miR-4744,0.878,0.676064,0.43863,-5.706,0.01077347,hsa-miR-4744,
hsa-miR-3939,0.878,0.676678,-0.437736,-5.707,-0.01662274,hsa-miR-3939,
hsa-miR-6782-3p,0.878,0.677145,-0.437055,-5.707,-0.01123938,hsa-miR-6782-3p,
hsa-miR-205-3p,0.878,0.677674,0.436284,-5.708,0.02350406,hsa-miR-205-3p,
hsa-miR-4793-3p,0.878,0.67789,-0.43597,-5.708,-0.03886622,hsa-miR-4793-3p,
hsa-miR-6734-5p,0.878,0.678048,0.43574,-5.708,0.0346998,hsa-miR-6734-5p,
hsa-miR-4465,0.878,0.678563,-0.43499,-5.708,-0.0609333,hsa-miR-4465,
hsa-miR-1178-3p,0.878,0.678686,0.434811,-5.708,0.01277991,hsa-miR-1178-3p,
hsa-miR-6855-5p,0.878,0.678991,-0.434367,-5.708,-0.01300219,hsa-miR-6855-5p,
hsa-miR-656-3p,0.878,0.679315,0.433896,-5.709,0.04770162,hsa-miR-656-3p,
hsa-miR-22-3p,0.878,0.67969,-0.43335,-5.709,-0.11742251,hsa-miR-22-3p,
hsa-miR-1289,0.878,0.68008,-0.432783,-5.709,-0.01288172,hsa-miR-1289,
hsa-miR-1263,0.878,0.680087,0.432774,-5.709,0.01252966,hsa-miR-1263,
hsa-miR-4694-5p,0.88,0.682376,-0.429448,-5.711,-0.00910742,hsa-miR-4694-5p,
hsa-miR-346,0.88,0.682693,-0.428989,-5.711,-0.01058021,hsa-miR-346,
hsa-miR-302a-5p,0.88,0.682789,0.428849,-5.711,0.01286032,hsa-miR-302a-5p,
hsa-miR-4782-3p,0.882,0.684025,0.427058,-5.712,0.01089433,hsa-miR-4782-3p,
hsa-miR-4273,0.885,0.687001,0.422748,-5.714,0.01315376,hsa-miR-4273,
hsa-miR-4644,0.885,0.687611,0.421866,-5.714,0.02071281,hsa-miR-4644,
hsa-miR-488-5p,0.886,0.688559,0.420495,-5.714,0.0200039,hsa-miR-488-5p,
hsa-miR-541-5p,0.886,0.688777,0.420181,-5.715,0.01131989,hsa-miR-541-5p,
hsa-miR-4509,0.886,0.689085,0.419735,-5.715,0.01845551,hsa-miR-4509,
hsa-miR-5682,0.886,0.689115,-0.419692,-5.715,-0.01126658,hsa-miR-5682,
hsa-miR-4708-5p,0.887,0.690399,0.417838,-5.716,0.01263833,hsa-miR-4708-5p,
hsa-miR-3135a,0.888,0.691357,0.416456,-5.716,0.012417,hsa-miR-3135a,
hsa-miR-3912-3p,0.888,0.692083,0.415409,-5.717,0.01287138,hsa-miR-3912-3p,
hsa-miR-548ba,0.888,0.692321,-0.415067,-5.717,-0.00805874,hsa-miR-548ba,
hsa-miR-3129-5p,0.888,0.692395,0.414959,-5.717,0.00705986,hsa-miR-3129-5p,
hsa-miR-6893-3p,0.888,0.693104,-0.413938,-5.717,-0.02267788,hsa-miR-6893-3p,
hsa-miR-300,0.888,0.693614,0.413203,-5.718,0.01060352,hsa-miR-300,
hsa-miR-15b-5p,0.889,0.694406,-0.412063,-5.718,-0.29888859,hsa-miR-15b-5p,
hsa-miR-3918,0.889,0.695159,-0.41098,-5.719,-0.00952928,hsa-miR-3918,
hsa-miR-451a,0.889,0.695255,-0.410842,-5.719,-0.33791629,hsa-miR-451a,
hsa-miR-202-5p,0.89,0.69638,-0.409224,-5.719,-0.01111039,hsa-miR-202-5p,
hsa-miR-4467,0.89,0.696501,-0.40905,-5.719,-0.01324264,hsa-miR-4467,
hsa-miR-4693-3p,0.89,0.697007,-0.408323,-5.72,-0.01221697,hsa-miR-4693-3p,
hsa-miR-372-5p,0.89,0.69758,0.407499,-5.72,0.01278437,hsa-miR-372-5p,
hsa-miR-4715-3p,0.89,0.697908,0.407028,-5.72,0.01968318,hsa-miR-4715-3p,
hsa-miR-4434,0.89,0.698287,0.406485,-5.72,0.01212137,hsa-miR-4434,
hsa-miR-15a-3p,0.89,0.698594,-0.406044,-5.721,-0.00791775,hsa-miR-15a-3p,
hsa-miR-3621,0.891,0.699699,-0.404459,-5.721,-0.02196278,hsa-miR-3621,
hsa-miR-943,0.891,0.700886,0.402757,-5.722,0.00870059,hsa-miR-943,
hsa-miR-4316,0.891,0.701042,0.402533,-5.722,0.0144076,hsa-miR-4316,
hsa-miR-647,0.891,0.701067,0.402497,-5.722,0.01251446,hsa-miR-647,
hsa-miR-197-3p,0.891,0.701087,0.402469,-5.722,0.02488628,hsa-miR-197-3p,
hsa-miR-3689a-3p,0.891,0.701481,0.401904,-5.722,0.00863598,hsa-miR-3689a-3p,
hsa-miR-4684-5p,0.891,0.702003,0.401156,-5.723,0.01798032,hsa-miR-4684-5p,
hsa-miR-654-5p,0.891,0.702275,0.400767,-5.723,0.02802626,hsa-miR-654-5p,
hsa-miR-8081,0.892,0.70356,0.398927,-5.724,0.00781921,hsa-miR-8081,
hsa-miR-20a-5p,0.892,0.70426,-0.397927,-5.724,-0.13581926,hsa-miR-20a-5p,
hsa-miR-6839-5p,0.892,0.70428,0.397897,-5.724,0.00768822,hsa-miR-6839-5p,
hsa-miR-4440,0.892,0.704425,0.397691,-5.724,0.02229815,hsa-miR-4440,
hsa-miR-4783-3p,0.892,0.705922,-0.395551,-5.725,-0.03650701,hsa-miR-4783-3p,
hsa-miR-662,0.892,0.70628,-0.395039,-5.725,-0.01387319,hsa-miR-662,
hsa-miR-106b-5p,0.892,0.706546,0.394659,-5.725,0.14245499,hsa-miR-106b-5p,
hsa-miR-629-5p,0.892,0.706549,-0.394656,-5.725,-0.0399702,hsa-miR-629-5p,
hsa-miR-513c-5p,0.892,0.706793,-0.394308,-5.725,-0.03482933,hsa-miR-513c-5p,
hsa-miR-4272,0.892,0.707653,0.39308,-5.726,0.01537368,hsa-miR-4272,
hsa-miR-4745-3p,0.892,0.7078,-0.39287,-5.726,-0.00927996,hsa-miR-4745-3p,
hsa-miR-6876-3p,0.892,0.708115,-0.39242,-5.726,-0.00852018,hsa-miR-6876-3p,
hsa-miR-891a-5p,0.892,0.708182,-0.392326,-5.726,-0.00732032,hsa-miR-891a-5p,
hsa-miR-6883-5p,0.892,0.708337,-0.392104,-5.726,-0.02520589,hsa-miR-6883-5p,
hsa-miR-204-5p,0.892,0.708911,0.391286,-5.727,0.19635311,hsa-miR-204-5p,
hsa-miR-4491,0.892,0.709082,-0.391043,-5.727,-0.00738994,hsa-miR-4491,
hsa-miR-6510-3p,0.892,0.709574,-0.390341,-5.727,-0.00979966,hsa-miR-6510-3p,
hsa-miR-562,0.892,0.709639,-0.390248,-5.727,-0.01101849,hsa-miR-562,
hsa-miR-3936,0.892,0.709869,-0.389921,-5.727,-0.01010662,hsa-miR-3936,
hsa-miR-6134,0.892,0.71014,-0.389534,-5.727,-0.01262376,hsa-miR-6134,
hsa-miR-1206,0.893,0.711052,-0.388235,-5.728,-0.00901636,hsa-miR-1206,
hsa-miR-3121-5p,0.893,0.711192,0.388035,-5.728,0.01163263,hsa-miR-3121-5p,
hsa-let-7a-3p,0.894,0.712502,0.386172,-5.729,0.01412303,hsa-let-7a-3p,
hsa-miR-4731-5p,0.894,0.712799,0.385749,-5.729,0.01003334,hsa-miR-4731-5p,
hsa-miR-4319,0.894,0.713015,-0.385442,-5.729,-0.01277623,hsa-miR-4319,
hsa-miR-8075,0.895,0.714035,0.383992,-5.73,0.02039529,hsa-miR-8075,
hsa-miR-544a,0.895,0.714362,0.383528,-5.73,0.01319716,hsa-miR-544a,
hsa-miR-1307-5p,0.895,0.714842,0.382845,-5.73,0.01536216,hsa-miR-1307-5p,
hsa-miR-4722-5p,0.895,0.715719,0.381599,-5.731,0.01368082,hsa-miR-4722-5p,
hsa-miR-875-5p,0.895,0.715808,0.381474,-5.731,0.01192014,hsa-miR-875-5p,
hsa-miR-5004-3p,0.896,0.717154,0.379564,-5.731,0.00816448,hsa-miR-5004-3p,
hsa-miR-6843-3p,0.896,0.717292,-0.379367,-5.731,-0.01063834,hsa-miR-6843-3p,
hsa-miR-500b-5p,0.896,0.718012,0.378347,-5.732,0.01213091,hsa-miR-500b-5p,
hsa-miR-4538,0.896,0.718217,0.378057,-5.732,0.02027546,hsa-miR-4538,
hsa-miR-1227-3p,0.897,0.718716,-0.37735,-5.732,-0.01060189,hsa-miR-1227-3p,
hsa-miR-4504,0.899,0.720651,0.374609,-5.733,0.00693457,hsa-miR-4504,
hsa-miR-5000-3p,0.899,0.721537,-0.373355,-5.734,-0.0067538,hsa-miR-5000-3p,
hsa-miR-3914,0.899,0.721757,-0.373044,-5.734,-0.00903583,hsa-miR-3914,
hsa-miR-6838-5p,0.9,0.72413,-0.369689,-5.735,-0.00804671,hsa-miR-6838-5p,
hsa-miR-3137,0.9,0.724314,0.369429,-5.735,0.02330023,hsa-miR-3137,
hsa-miR-4714-5p,0.9,0.724738,-0.368831,-5.736,-0.00874046,hsa-miR-4714-5p,
hsa-miR-181b-2-3p,0.9,0.724995,-0.368468,-5.736,-0.0107583,hsa-miR-181b-2-3p,
hsa-miR-6508-3p,0.9,0.725069,-0.368363,-5.736,-0.01403769,hsa-miR-6508-3p,
hsa-miR-485-3p,0.9,0.725124,0.368286,-5.736,0.04543871,hsa-miR-485-3p,
hsa-miR-4267,0.9,0.725573,0.367653,-5.736,0.01248473,hsa-miR-4267,
hsa-miR-5196-3p,0.9,0.725772,0.367372,-5.736,0.01193724,hsa-miR-5196-3p,
hsa-miR-1292-5p,0.9,0.725909,0.367178,-5.736,0.01359538,hsa-miR-1292-5p,
hsa-miR-642a-5p,0.901,0.727359,0.365133,-5.737,0.0122337,hsa-miR-642a-5p,
hsa-miR-5572,0.901,0.72771,-0.364638,-5.737,-0.01747879,hsa-miR-5572,
hsa-miR-4717-5p,0.901,0.727825,0.364476,-5.737,0.0111761,hsa-miR-4717-5p,
hsa-miR-4645-3p,0.901,0.727968,0.364275,-5.737,0.00730372,hsa-miR-4645-3p,
hsa-miR-7157-5p,0.902,0.729259,-0.362456,-5.738,-0.0215774,hsa-miR-7157-5p,
hsa-miR-486-5p,0.902,0.730988,-0.360023,-5.739,-0.29563379,hsa-miR-486-5p,
hsa-miR-8061,0.902,0.73178,-0.358908,-5.739,-0.00810148,hsa-miR-8061,
hsa-miR-643,0.902,0.731805,0.358873,-5.739,0.00853728,hsa-miR-643,
hsa-miR-511-5p,0.902,0.7319,-0.35874,-5.739,-0.01261167,hsa-miR-511-5p,
hsa-miR-4680-5p,0.902,0.732724,-0.357582,-5.74,-0.01262205,hsa-miR-4680-5p,
hsa-miR-653-3p,0.902,0.732867,-0.35738,-5.74,-0.00828528,hsa-miR-653-3p,
hsa-miR-4262,0.902,0.733396,0.356637,-5.74,0.00977746,hsa-miR-4262,
hsa-miR-449c-3p,0.902,0.733594,0.356359,-5.74,0.00888662,hsa-miR-449c-3p,
hsa-miR-411-3p,0.902,0.733879,0.355959,-5.74,0.02242777,hsa-miR-411-3p,
hsa-miR-298,0.902,0.734618,-0.354921,-5.741,-0.0100383,hsa-miR-298,
hsa-miR-548f-5p,0.902,0.734683,0.35483,-5.741,0.0060875,hsa-miR-548f-5p,
hsa-miR-5693,0.902,0.734834,-0.354618,-5.741,-0.00822963,hsa-miR-5693,
hsa-miR-5196-5p,0.902,0.7352,0.354104,-5.741,0.04059869,hsa-miR-5196-5p,
hsa-miR-99a-3p,0.902,0.735485,0.353703,-5.741,0.00986942,hsa-miR-99a-3p,
hsa-miR-3978,0.902,0.735488,-0.3537,-5.741,-0.01085961,hsa-miR-3978,
hsa-miR-1237-3p,0.902,0.735612,-0.353525,-5.741,-0.0098738,hsa-miR-1237-3p,
hsa-miR-644a,0.902,0.735868,-0.353166,-5.741,-0.00680849,hsa-miR-644a,
hsa-miR-4425,0.902,0.736005,0.352974,-5.741,0.01264296,hsa-miR-4425,
hsa-miR-5690,0.902,0.736144,-0.352779,-5.742,-0.01170057,hsa-miR-5690,
hsa-miR-548s,0.902,0.736281,-0.352587,-5.742,-0.01119793,hsa-miR-548s,
hsa-miR-3605-3p,0.902,0.736952,-0.351647,-5.742,-0.0124312,hsa-miR-3605-3p,
hsa-miR-892c-3p,0.902,0.737744,-0.350536,-5.742,-0.0095994,hsa-miR-892c-3p,
hsa-miR-4501,0.902,0.737979,0.350207,-5.742,0.00995291,hsa-miR-4501,
hsa-miR-7114-3p,0.902,0.738325,0.349723,-5.743,0.01273348,hsa-miR-7114-3p,
hsa-miR-371a-5p,0.902,0.738501,-0.349476,-5.743,-0.08986942,hsa-miR-371a-5p,
hsa-miR-3938,0.902,0.738706,-0.349188,-5.743,-0.00843232,hsa-miR-3938,
hsa-miR-4791,0.902,0.739285,-0.348377,-5.743,-0.01104385,hsa-miR-4791,
hsa-miR-550a-3p,0.902,0.739661,0.347851,-5.743,0.01070506,hsa-miR-550a-3p,
hsa-miR-3659,0.902,0.739883,0.347541,-5.743,0.01876653,hsa-miR-3659,
hsa-miR-8076,0.902,0.740058,0.347295,-5.744,0.00701878,hsa-miR-8076,
hsa-miR-26a-2-3p,0.902,0.740319,0.34693,-5.744,0.01202878,hsa-miR-26a-2-3p,
hsa-miR-5090,0.902,0.740363,0.346869,-5.744,0.01795904,hsa-miR-5090,
hsa-miR-129-5p,0.902,0.740867,-0.346163,-5.744,-0.01128777,hsa-miR-129-5p,
NC1_00000215,0.902,0.7417,-0.344999,-5.744,-0.00753014,,NC1_00000215
hsa-miR-5683,0.902,0.741822,-0.344828,-5.744,-0.00775352,hsa-miR-5683,
hsa-miR-548ap-3p,0.902,0.741932,-0.344673,-5.744,-0.0105356,hsa-miR-548ap-3p,
hsa-miR-4722-3p,0.902,0.741976,0.344612,-5.744,0.00880019,hsa-miR-4722-3p,
hsa-miR-4692,0.905,0.744795,0.340674,-5.746,0.0174729,hsa-miR-4692,
hsa-miR-4708-3p,0.905,0.745521,0.339662,-5.746,0.00802547,hsa-miR-4708-3p,
hsa-miR-576-3p,0.905,0.745576,0.339584,-5.746,0.0133275,hsa-miR-576-3p,
hsa-miR-329-5p,0.905,0.746126,-0.338817,-5.747,-0.01021617,hsa-miR-329-5p,
hsa-miR-8052,0.905,0.74631,-0.33856,-5.747,-0.01212644,hsa-miR-8052,
hsa-miR-6739-3p,0.906,0.747079,0.337488,-5.747,0.00887559,hsa-miR-6739-3p,
hsa-miR-1245b-5p,0.906,0.747409,0.337027,-5.747,0.0078212,hsa-miR-1245b-5p,
hsa-miR-646,0.906,0.74782,0.336455,-5.747,0.01121035,hsa-miR-646,
hsa-miR-378h,0.908,0.750147,0.333213,-5.749,0.00731083,hsa-miR-378h,
hsa-miR-4424,0.909,0.75156,0.331248,-5.749,0.00805758,hsa-miR-4424,
hsa-miR-6504-5p,0.909,0.751886,-0.330794,-5.749,-0.01214884,hsa-miR-6504-5p,
hsa-miR-7976,0.909,0.752388,-0.330096,-5.75,-0.00714643,hsa-miR-7976,
hsa-miR-6840-3p,0.909,0.752429,-0.330039,-5.75,-0.04645944,hsa-miR-6840-3p,
hsa-miR-6893-5p,0.909,0.75275,-0.329593,-5.75,-0.06892911,hsa-miR-6893-5p,
hsa-miR-1252-5p,0.909,0.752919,-0.329358,-5.75,-0.00879481,hsa-miR-1252-5p,
hsa-miR-1275,0.91,0.753866,0.328042,-5.75,0.06522709,hsa-miR-1275,
hsa-miR-6085,0.911,0.755247,0.326124,-5.751,0.03628847,hsa-miR-6085,
hsa-miR-3145-3p,0.911,0.756104,-0.324934,-5.751,-0.00529337,hsa-miR-3145-3p,
hsa-miR-6511b-5p,0.911,0.756187,-0.32482,-5.751,-0.02099344,hsa-miR-6511b-5p,
hsa-miR-5010-3p,0.911,0.756837,0.323918,-5.752,0.00775057,hsa-miR-5010-3p,
hsa-miR-5695,0.912,0.757604,-0.322854,-5.752,-0.0120416,hsa-miR-5695,
hsa-miR-1294,0.913,0.758452,0.321678,-5.752,0.00902964,hsa-miR-1294,
hsa-miR-548g-3p,0.913,0.75932,-0.320475,-5.753,-0.01111739,hsa-miR-548g-3p,
hsa-miR-550a-5p,0.913,0.759711,-0.319934,-5.753,-0.00910403,hsa-miR-550a-5p,
hsa-miR-6506-3p,0.914,0.760856,0.318349,-5.754,0.00625399,hsa-miR-6506-3p,
hsa-miR-6752-3p,0.915,0.761777,0.317075,-5.754,0.01054674,hsa-miR-6752-3p,
hsa-miR-7-5p,0.915,0.762194,0.316498,-5.754,0.06234074,hsa-miR-7-5p,
hsa-miR-7106-3p,0.915,0.76255,-0.316005,-5.754,-0.01134397,hsa-miR-7106-3p,
hsa-miR-491-5p,0.915,0.762967,0.315428,-5.755,0.0084012,hsa-miR-491-5p,
hsa-miR-6834-3p,0.915,0.763216,-0.315084,-5.755,-0.01376411,hsa-miR-6834-3p,
hsa-miR-1292-3p,0.915,0.763702,0.314412,-5.755,0.00639118,hsa-miR-1292-3p,
hsa-miR-637,0.915,0.765391,0.312078,-5.756,0.01133607,hsa-miR-637,
hsa-miR-4288,0.915,0.765762,-0.311565,-5.756,-0.00783782,hsa-miR-4288,
hsa-miR-6790-3p,0.915,0.765886,0.311395,-5.756,0.00771408,hsa-miR-6790-3p,
hsa-miR-3529-3p,0.915,0.765942,-0.311318,-5.756,-0.01182535,hsa-miR-3529-3p,
hsa-miR-6846-5p,0.915,0.766034,-0.311191,-5.756,-0.02165685,hsa-miR-6846-5p,
hsa-miR-1469,0.915,0.766294,-0.310831,-5.756,-0.01556164,hsa-miR-1469,
hsa-miR-142-5p,0.915,0.766603,-0.310405,-5.756,-0.20713753,hsa-miR-142-5p,
hsa-miR-626,0.915,0.766891,-0.310007,-5.756,-0.00880804,hsa-miR-626,
hsa-miR-3529-5p,0.916,0.76747,0.309208,-5.757,0.00955392,hsa-miR-3529-5p,
hsa-miR-764,0.916,0.767955,0.308538,-5.757,0.00733538,hsa-miR-764,
hsa-miR-484,0.916,0.768206,0.308192,-5.757,0.06844601,hsa-miR-484,
hsa-miR-6814-5p,0.916,0.768586,0.307668,-5.757,0.00793716,hsa-miR-6814-5p,
hsa-miR-1295b-3p,0.916,0.769773,-0.306033,-5.758,-0.01039382,hsa-miR-1295b-3p,
hsa-miR-374c-3p,0.916,0.770053,-0.305646,-5.758,-0.00618253,hsa-miR-374c-3p,
hsa-miR-561-3p,0.916,0.770443,0.305109,-5.758,0.00586817,hsa-miR-561-3p,
hsa-miR-7849-3p,0.916,0.770473,-0.305067,-5.758,-0.00800377,hsa-miR-7849-3p,
hsa-miR-4650-3p,0.917,0.771797,-0.303244,-5.758,-0.01266522,hsa-miR-4650-3p,
hsa-miR-1273g-3p,0.917,0.77234,-0.302497,-5.759,-0.0470783,hsa-miR-1273g-3p,
hsa-miR-29b-1-5p,0.917,0.772445,-0.302352,-5.759,-0.02312564,hsa-miR-29b-1-5p,
hsa-miR-642b-5p,0.917,0.772767,-0.301909,-5.759,-0.00737873,hsa-miR-642b-5p,
hsa-let-7e-3p,0.917,0.773101,0.30145,-5.759,0.0065107,hsa-let-7e-3p,
hsa-miR-6804-3p,0.917,0.773254,-0.301239,-5.759,-0.01371902,hsa-miR-6804-3p,
hsa-miR-1255b-2-3p,0.917,0.774024,0.300179,-5.759,0.0092771,hsa-miR-1255b-2-3p,
hsa-miR-499b-5p,0.917,0.774197,0.299942,-5.759,0.00773364,hsa-miR-499b-5p,
hsa-miR-4711-5p,0.918,0.775905,-0.297593,-5.76,-0.00655661,hsa-miR-4711-5p,
hsa-miR-4690-3p,0.918,0.77629,0.297064,-5.76,0.00979394,hsa-miR-4690-3p,
hsa-miR-510-3p,0.918,0.776488,-0.296793,-5.76,-0.00516774,hsa-miR-510-3p,
hsa-miR-493-3p,0.918,0.776705,-0.296495,-5.761,-0.00905475,hsa-miR-493-3p,
hsa-miR-6888-5p,0.918,0.777152,0.295881,-5.761,0.00799818,hsa-miR-6888-5p,
hsa-miR-377-5p,0.918,0.77763,0.295225,-5.761,0.02077719,hsa-miR-377-5p,
hsa-miR-6833-3p,0.918,0.777862,-0.294906,-5.761,-0.00947379,hsa-miR-6833-3p,
hsa-miR-668-5p,0.918,0.778042,0.294658,-5.761,0.01232441,hsa-miR-668-5p,
hsa-miR-7850-5p,0.919,0.77872,0.293728,-5.761,0.01155622,hsa-miR-7850-5p,
hsa-miR-6802-3p,0.92,0.780261,0.291614,-5.762,0.00893035,hsa-miR-6802-3p,
hsa-miR-4724-5p,0.92,0.780594,0.291157,-5.762,0.00915387,hsa-miR-4724-5p,
hsa-miR-3180-5p,0.921,0.781847,0.28944,-5.763,0.00975441,hsa-miR-3180-5p,
hsa-miR-8067,0.921,0.781924,0.289334,-5.763,0.00821962,hsa-miR-8067,
hsa-miR-6795-3p,0.921,0.782376,0.288715,-5.763,0.00451882,hsa-miR-6795-3p,
hsa-miR-3672,0.921,0.782473,0.288582,-5.763,0.01055265,hsa-miR-3672,
hsa-miR-1307-3p,0.921,0.783053,-0.287788,-5.763,-0.01327178,hsa-miR-1307-3p,
hsa-miR-6731-5p,0.921,0.783165,-0.287635,-5.763,-0.0084734,hsa-miR-6731-5p,
hsa-miR-506-5p,0.921,0.783401,-0.287312,-5.763,-0.00579956,hsa-miR-506-5p,
hsa-miR-4667-3p,0.922,0.784555,0.285731,-5.764,0.01158256,hsa-miR-4667-3p,
hsa-miR-6743-3p,0.922,0.785527,0.284401,-5.764,0.00727876,hsa-miR-6743-3p,
hsa-miR-6165,0.923,0.786348,-0.283278,-5.765,-0.0300416,hsa-miR-6165,
hsa-miR-4503,0.923,0.787132,-0.282206,-5.765,-0.00925966,hsa-miR-4503,
hsa-miR-583,0.923,0.787905,-0.281149,-5.765,-0.01118617,hsa-miR-583,
hsa-miR-581,0.923,0.788026,0.280984,-5.765,0.00856367,hsa-miR-581,
hsa-miR-4695-5p,0.923,0.78821,-0.280732,-5.765,-0.05278265,hsa-miR-4695-5p,
hsa-miR-634,0.924,0.789212,0.279364,-5.766,0.00987377,hsa-miR-634,
hsa-miR-7109-3p,0.924,0.789517,0.278946,-5.766,0.00730607,hsa-miR-7109-3p,
hsa-miR-548ai,0.925,0.790596,-0.277474,-5.766,-0.01240002,hsa-miR-548ai,
hsa-miR-4798-3p,0.925,0.791236,0.2766,-5.767,0.00717176,hsa-miR-4798-3p,
hsa-miR-6778-3p,0.926,0.792576,-0.274771,-5.767,-0.00834241,hsa-miR-6778-3p,
hsa-miR-3916,0.926,0.792966,0.274241,-5.767,0.00934763,hsa-miR-3916,
hsa-miR-571,0.926,0.793122,0.274028,-5.767,0.03002335,hsa-miR-571,
hsa-miR-6765-3p,0.926,0.793156,0.27398,-5.767,0.01480221,hsa-miR-6765-3p,
hsa-miR-5699-3p,0.926,0.794064,0.272744,-5.768,0.00635083,hsa-miR-5699-3p,
hsa-miR-1199-5p,0.926,0.794121,0.272666,-5.768,0.00806803,hsa-miR-1199-5p,
hsa-miR-548au-5p,0.926,0.79472,-0.27185,-5.768,-0.01084837,hsa-miR-548au-5p,
hsa-miR-3150a-5p,0.926,0.794945,0.271543,-5.768,0.00675655,hsa-miR-3150a-5p,
hsa-miR-503-3p,0.927,0.795985,0.270126,-5.768,0.0111756,hsa-miR-503-3p,
hsa-miR-4740-3p,0.927,0.79672,-0.269125,-5.769,-0.0073083,hsa-miR-4740-3p,
hsa-miR-4497,0.928,0.797827,-0.267618,-5.769,-0.03248332,hsa-miR-4497,
hsa-miR-5088-3p,0.929,0.798532,-0.266659,-5.769,-0.00635184,hsa-miR-5088-3p,
hsa-miR-6726-3p,0.929,0.799558,0.265263,-5.77,0.00447166,hsa-miR-6726-3p,
hsa-miR-4443,0.929,0.799644,-0.265147,-5.77,-0.04966331,hsa-miR-4443,
hsa-miR-4659b-3p,0.929,0.799939,-0.264745,-5.77,-0.00736855,hsa-miR-4659b-3p,
hsa-miR-548h-5p,0.929,0.800259,-0.26431,-5.77,-0.00558066,hsa-miR-548h-5p,
hsa-miR-548ad-5p,0.931,0.80266,0.261048,-5.771,0.00691479,hsa-miR-548ad-5p,
hsa-miR-1181,0.931,0.802899,0.260723,-5.771,0.02375896,hsa-miR-1181,
hsa-miR-4777-5p,0.931,0.803341,-0.260124,-5.771,-0.00562055,hsa-miR-4777-5p,
hsa-miR-942-5p,0.931,0.803782,0.259525,-5.771,0.0070403,hsa-miR-942-5p,
hsa-miR-548ao-5p,0.931,0.804796,0.258148,-5.772,0.0070184,hsa-miR-548ao-5p,
hsa-miR-548d-5p,0.931,0.804823,0.258112,-5.772,0.00375308,hsa-miR-548d-5p,
hsa-miR-4717-3p,0.931,0.80494,-0.257953,-5.772,-0.00862821,hsa-miR-4717-3p,
hsa-miR-5003-3p,0.931,0.805099,-0.257738,-5.772,-0.01418807,hsa-miR-5003-3p,
hsa-miR-3177-3p,0.931,0.805629,-0.257018,-5.772,-0.00638176,hsa-miR-3177-3p,
hsa-miR-5708,0.932,0.80654,-0.255782,-5.772,-0.0086401,hsa-miR-5708,
hsa-miR-6715b-5p,0.933,0.807918,0.253914,-5.773,0.00638162,hsa-miR-6715b-5p,
hsa-miR-135a-5p,0.934,0.808898,0.252586,-5.773,0.0114214,hsa-miR-135a-5p,
hsa-miR-6879-5p,0.934,0.809944,-0.251169,-5.774,-0.0399973,hsa-miR-6879-5p,
hsa-miR-1914-5p,0.934,0.810467,-0.250461,-5.774,-0.0059374,hsa-miR-1914-5p,
hsa-miR-3143,0.934,0.810962,-0.249792,-5.774,-0.00849399,hsa-miR-3143,
hsa-miR-4423-3p,0.934,0.811013,-0.249723,-5.774,-0.00807762,hsa-miR-4423-3p,
hsa-miR-561-5p,0.934,0.811267,0.249379,-5.774,0.00548812,hsa-miR-561-5p,
hsa-miR-4682,0.934,0.811347,-0.24927,-5.774,-0.00422818,hsa-miR-4682,
hsa-miR-4264,0.934,0.811357,0.249257,-5.774,0.0072562,hsa-miR-4264,
hsa-miR-6736-3p,0.934,0.811737,0.248743,-5.774,0.00504049,hsa-miR-6736-3p,
hsa-miR-5707,0.934,0.811926,0.248487,-5.774,0.00803608,hsa-miR-5707,
hsa-miR-1909-5p,0.934,0.812337,-0.24793,-5.774,-0.0075812,hsa-miR-1909-5p,
hsa-miR-6801-3p,0.934,0.81287,-0.24721,-5.775,-0.00586067,hsa-miR-6801-3p,
